frame.number,frame.time,wlan.sa,wlan.ra,frame.len,wlan.fc.retry,wlan.bssid,wlan.seq,wlan_radio.channel,wlan.fc.type,wlan.fc.subtype,wlan.fixed.timestamp,wlan.fixed.beacon,wlan.ssid,wlan.rsn.akms.count,wlan.rsn.akms.type,wlan.fixed.auth.alg,wlan.fixed.auth_seq,wlan.fixed.status_code,wlan.fixed.finite_cyclic_group,wlan.fixed.aid,wlan.fixed.reason_code,eapol.keydes.type,wlan_rsna_eapol.keydes.msgnr,label
1862,"Jan 10, 2021 04:08:57.347511737 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2791,1,0,8,0x0000000008f2c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2396,"Jan 10, 2021 04:09:35.865945257 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1045,4,0,8,0x000000000b3e8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2469,"Jan 10, 2021 04:09:41.099725444 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,2762,1,0,8,0x000000011b89f180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
1729,"Jan 10, 2021 04:08:50.007473511 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2346,1,0,8,0x000000000882c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
87,"Jan 10, 2021 04:07:13.457568063 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,553,4,0,8,0x0000000002c18181,16,Aya's Galaxy ,1,2,,,,,,,,,attack
3009,"Jan 10, 2021 04:10:23.444723419 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3947,4,0,8,0x000000000e148180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2720,"Jan 10, 2021 04:10:03.112450585 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2708,1,0,8,0x000000000cde4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2811,"Jan 10, 2021 04:10:10.353967943 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3150,1,0,8,0x000000000d4cc181,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1061,"Jan 10, 2021 04:08:11.849657442 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,18,4,0,8,0x00000000063c8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
156,"Jan 10, 2021 04:07:17.111111422 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,775,4,0,8,0x0000000002f94180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
586,"Jan 10, 2021 04:07:42.719114380 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2337,4,0,8,0x0000000004800180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
827,"Jan 10, 2021 04:07:58.905496075 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1764,1,0,8,0x0000000115729180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
2053,"Jan 10, 2021 04:09:11.929158202 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3681,1,0,8,0x0000000009d14180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
944,"Jan 10, 2021 04:08:02.690940345 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3555,1,0,8,0x0000000005b0c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2635,"Jan 10, 2021 04:09:55.657688987 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2253,1,0,8,0x000000000c6c8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2050,"Jan 10, 2021 04:09:11.896315656 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3679,1,0,8,0x0000000009d0c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2965,"Jan 10, 2021 04:10:21.200057522 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3810,1,0,8,0x000000000df24180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2136,"Jan 10, 2021 04:09:17.778181979 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,4038,4,0,8,0x000000000a2a8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
3016,"Jan 10, 2021 04:10:24.820938390 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,4031,1,0,8,0x000000000e298180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
445,"Jan 10, 2021 04:07:35.346338018 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1888,4,0,8,0x00000000040f8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2350,"Jan 10, 2021 04:09:32.130443619 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,817,4,0,8,0x000000000b058180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
139,"Jan 10, 2021 04:07:15.259748541 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,662,7,0,8,0x0000000002dd0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
251,"Jul 30, 2023 13:14:23.561655000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,234,0,d6:7e:a7:8e:35:cb,650,11,0,8,0x0000000000d4a608,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2808,"Jan 10, 2021 04:10:10.304892936 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3147,1,0,8,0x000000000d4c0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
821,"Jan 10, 2021 04:07:58.808127520 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3319,1,0,8,0x0000000005758180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1641,"Jan 10, 2021 04:08:46.304812139 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2120,1,0,8,0x00000000084a4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2655,"Jan 10, 2021 04:09:57.771188893 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2382,4,0,8,0x000000000c8cc180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
121,"Jul 30, 2023 13:12:03.765237000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,236,0,d6:7e:a7:8e:35:cb,520,11,0,8,0x0000000002e18325,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2183,"Jan 10, 2021 04:09:19.288749565 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,2549,1,0,8,0x000000011a3d2180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
1500,"Jan 10, 2021 04:08:39.177743041 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1686,1,0,8,0x0000000007dd8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
343,"Jan 10, 2021 04:07:29.661105070 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1541,1,0,8,0x0000000003b8c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1348,"Jan 10, 2021 04:08:31.755892879 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1233,1,0,8,0x00000000076c4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1485,"Jan 10, 2021 04:08:39.112260141 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1682,1,0,8,0x0000000007dc8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2901,"Jan 10, 2021 04:10:17.513703673 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3585,1,0,8,0x000000000dba0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2161,"Jan 10, 2021 04:09:19.096486528 EET",d6:7e:a7:8e:35:cb,80:1f:02:e9:f4:68,118,0,d6:7e:a7:8e:35:cb,436,1,0,5,0x000000000a3e9f62,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2916,"Jan 10, 2021 04:10:17.562821452 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3588,1,0,8,0x000000000dbac180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1650,"Jan 10, 2021 04:08:46.421365302 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2127,1,0,8,0x00000000084c08f5,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2560,"Jan 10, 2021 04:09:48.465244631 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1814,1,0,8,0x000000000bfec180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2864,"Jan 10, 2021 04:10:13.958420479 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3368,1,0,8,0x000000000d83c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1401,"Jan 10, 2021 04:08:35.343978999 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1452,1,0,8,0x0000000007a30180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1919,"Jan 10, 2021 04:09:02.999925973 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3136,4,0,8,0x0000000009490180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
612,"Jan 10, 2021 04:07:44.242717036 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2430,1,0,8,0x0000000004974180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
3022,"Jan 10, 2021 04:10:24.870008464 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,4034,1,0,8,0x000000000e2a4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
161,"Jul 30, 2023 13:12:40.896914000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,236,0,d6:7e:a7:8e:35:cb,560,11,0,8,0x000000000028a320,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2411,"Jan 10, 2021 04:09:37.356891097 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1136,1,0,8,0x000000000b554180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1130,"Jan 10, 2021 04:08:17.043354583 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,335,1,0,8,0x00000000068bc180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2634,"Jan 10, 2021 04:09:55.640398945 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,2904,1,0,8,0x000000011c67d180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
1706,"Jan 10, 2021 04:08:49.909258248 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2340,1,0,8,0x0000000008814180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2732,"Jan 10, 2021 04:10:05.193179965 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2835,4,0,8,0x000000000cfe0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1566,"Jan 10, 2021 04:08:42.634742806 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1896,1,0,8,0x0000000008124180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1524,"Jan 10, 2021 04:08:41.078361534 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1802,4,0,8,0x0000000007fa8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1279,"Jan 10, 2021 04:08:28.085896762 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1009,1,0,8,0x0000000007344180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
218,"Jan 10, 2021 04:07:22.386694929 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1097,1,0,8,0x000000000349c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2473,"Jan 10, 2021 04:09:41.157914912 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1368,1,0,8,0x000000000b8f4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1580,"Jan 10, 2021 04:08:42.749490292 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1903,1,0,8,0x0000000008140180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2519,"Jan 10, 2021 04:09:44.729626656 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1586,1,0,8,0x000000000bc5c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
145,"Jul 30, 2023 13:12:21.799523000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,230,0,d6:7e:a7:8e:35:cb,544,11,0,8,0x00000000040a0b58,0,Aya's Galaxy ,2,3,,,,,,,,,normal
1574,"Jan 10, 2021 04:08:42.667573973 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1898,1,0,8,0x000000000812c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
379,"Jan 10, 2021 04:07:31.905725379 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1678,4,0,8,0x0000000003db017f,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2382,"Jan 10, 2021 04:09:33.834345127 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,921,1,0,8,0x000000000b1f817f,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2976,"Jan 10, 2021 04:10:21.342573012 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,3155,1,0,8,0x000000011df00180,100,Aya's Galaxy ,,,,,,,,,,,attack
350,"Jan 10, 2021 04:07:29.759485594 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1547,1,0,8,0x0000000003ba4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1855,"Jan 10, 2021 04:08:57.249244795 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2785,1,0,8,0x0000000008f14180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
39,"Jan 10, 2021 04:07:09.934944457 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,338,4,0,8,0x00000000028bc180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
59,"Jul 30, 2023 13:11:07.366715000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,208,0,d6:7e:a7:8e:35:cb,458,11,0,8,0x00000000015a88a3,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2468,"Jan 10, 2021 04:09:41.092409010 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1364,1,0,8,0x000000000b8e4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1588,"Jan 10, 2021 04:08:42.782274009 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1905,1,0,8,0x0000000008148180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
61,"Jan 10, 2021 04:07:11.475106219 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,432,1,0,8,0x0000000002a34180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1094,"Jan 10, 2021 04:08:13.619048973 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,126,1,0,8,0x0000000006578180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
177,"Jan 10, 2021 04:07:18.683948113 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,871,1,0,8,0x0000000003114180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1853,"Jan 10, 2021 04:08:57.216481403 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2783,1,0,8,0x0000000008f0c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2226,"Jan 10, 2021 04:09:22.857163842 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,252,1,0,8,0x000000000a780180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2857,"Jan 10, 2021 04:10:13.867418096 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,3082,1,0,8,0x000000011d7df180,100,Aya's Galaxy ,,,,,,,,,,,attack
2276,"Jan 10, 2021 04:09:26.543486087 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,477,1,0,8,0x000000000ab04180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1864,"Jan 10, 2021 04:08:57.375307938 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,2335,1,0,8,0x0000000118eec180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
2229,"Jan 10, 2021 04:09:22.889909041 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,254,1,0,8,0x000000000a788180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1277,"Jan 10, 2021 04:08:28.053195728 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1007,1,0,8,0x000000000733c181,16,Aya's Galaxy ,1,2,,,,,,,,,attack
109,"Jul 30, 2023 13:11:51.129484000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,230,0,d6:7e:a7:8e:35:cb,508,11,0,8,0x000000000235c499,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2548,"Jan 10, 2021 04:09:48.284907317 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1803,1,0,8,0x000000000bfc0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2731,"Jan 10, 2021 04:10:05.094875954 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2829,4,0,8,0x000000000cfc8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2302,"Jan 10, 2021 04:09:28.542384181 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,598,4,0,8,0x000000000acec180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2133,"Jan 10, 2021 04:09:17.551159800 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,4024,4,0,8,0x000000000a270a96,16,Aya's Galaxy ,1,2,,,,,,,,,attack
738,"Jan 10, 2021 04:07:51.615598917 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2880,1,0,8,0x000000000507c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
834,"Jan 10, 2021 04:07:59.008013142 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1765,1,0,8,0x0000000115742180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
971,"Jan 10, 2021 04:08:06.098848439 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3763,1,0,8,0x0000000005e4c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
557,"Jan 10, 2021 04:07:40.780868247 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1587,1,0,8,0x00000001145e0180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
1224,"Jan 10, 2021 04:08:24.366855955 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,782,1,0,8,0x0000000006fb8180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
198,"Jan 10, 2021 04:07:20.862953866 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1004,4,0,8,0x0000000003328180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2525,"Jan 10, 2021 04:09:44.811551223 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1591,1,0,8,0x000000000bc70180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
776,"Jan 10, 2021 04:07:55.236362882 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3101,1,0,8,0x00000000053f0187,16,Aya's Galaxy ,1,2,,,,,,,,,attack
3021,"Jan 10, 2021 04:10:24.853677642 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,4033,1,0,8,0x000000000e2a0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2870,"Jan 10, 2021 04:10:14.023956739 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3372,1,0,8,0x000000000d84c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2593,"Jan 10, 2021 04:09:51.954087885 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,2868,1,0,8,0x000000011c2f9180,100,Aya's Galaxy ,,,,,,,,,,,attack
6,"Jan 10, 2021 04:07:07.706108597 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1264,1,0,8,0x0000000112655180,100,Aya's Galaxy ,2,3,,,,,,,,,attack
1146,"Jan 10, 2021 04:08:17.272644292 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,349,1,0,8,0x00000000068f4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
617,"Jan 10, 2021 04:07:44.308332148 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2434,1,0,8,0x0000000004984180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
819,"Jan 10, 2021 04:07:58.791566164 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3318,1,0,8,0x0000000005754180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
997,"Jan 10, 2021 04:08:06.189144775 EET",d6:7e:a7:8e:35:cb,80:1f:02:e9:f4:68,118,1,d6:7e:a7:8e:35:cb,107,1,0,5,0x0000000005e62292,16,Aya's Galaxy ,1,2,,,,,,,,,attack
175,"Jul 30, 2023 13:12:57.209860000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,230,0,d6:7e:a7:8e:35:cb,574,11,0,8,0x00000000011fa09c,0,Aya's Galaxy ,2,3,,,,,,,,,normal
3004,"Jan 10, 2021 04:10:23.248088796 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3935,4,0,8,0x000000000e118180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
2716,"Jan 10, 2021 04:10:03.046895968 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2704,1,0,8,0x000000000cdd4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1342,"Jan 10, 2021 04:08:31.690398691 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1229,1,0,8,0x00000000076b4180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
157,"Jul 30, 2023 13:12:37.081134000 BST",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,234,0,d6:7e:a7:8e:35:cb,556,11,0,8,0x000000000009f637,0,Aya's Galaxy ,2,3,,,,,,,,,normal
2557,"Jan 10, 2021 04:09:48.415988385 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,1811,1,0,8,0x000000000bfe0180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
734,"Jan 10, 2021 04:07:51.549887976 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,2876,1,0,8,0x000000000506c180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
1022,"Jan 10, 2021 04:08:08.212271409 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,3892,4,0,8,0x0000000006050180,16,Aya's Galaxy ,1,2,,,,,,,,,attack
